,BaciaCodigo,SubBaciaCodigo,RioCodigo
28703,5,57,57340000.0
28704,5,57,57300000.0
28705,5,57,57300000.0
28706,5,57,57300000.0
28707,5,57,57347000.0
28708,5,57,57300000.0
28709,5,57,57300000.0
28710,5,57,57300000.0
28711,5,57,57300000.0
28712,5,57,57300000.0
28713,5,57,57300000.0
28714,5,57,57349000.0
28715,5,57,57349000.0
28716,5,57,57349000.0
28717,5,57,57349000.0
28718,5,57,57349000.0
28719,5,57,57349000.0
28720,5,57,57354000.0
28721,5,57,57354000.0
28722,5,57,57354000.0
28723,5,57,57354000.0
28724,5,57,57355000.0
28725,5,57,57355500.0
28726,5,57,57355500.0
28727,5,57,57207000.0
28728,5,57,57355500.0
28729,5,57,57355500.0
28736,5,57,57360000.0
28737,5,57,57360000.0
28738,5,57,57360000.0
28751,5,57,57348000.0
